"delay","total","on_time_pct","retrograde","delay_pct"
1030,15076,92.730167153091,TRUE,2.61381922517499
2031,17368,87.8569783509903,TRUE,3.41963738612773
1308,18234,92.4701107820555,TRUE,2.67832266664788
1540,17739,90.6871864253904,TRUE,2.94642773254507
2039,18000,87.9055555555556,TRUE,3.36567642202541
3407,18297,80.5541892113461,TRUE,4.31515224368228
2744,18362,84.4624768543732,TRUE,3.86573484509793
3516,15058,74.6115021915261,TRUE,4.83215422327437
3872,17364,75.7371573370191,TRUE,4.72218269922166
3418,18209,79.8890658465594,TRUE,4.3325439926808
2152,17710,86.5612648221344,TRUE,3.48587534687281
2145,17972,86.9129757400401,TRUE,3.45474059576397
2830,18289,83.8755536114604,TRUE,3.93367284541903
2973,18369,82.9332026784256,TRUE,4.02304321309514
2177,15001,84.7543497100193,TRUE,3.80950992153547
3875,17410,75.6461803561172,TRUE,4.71776677861139
4457,18238,73.741638337537,TRUE,4.94347920207419
2191,17784,86.5721997300945,TRUE,3.50999472620084
1716,18008,89.8711683696135,TRUE,3.08692374032584
2090,18328,88.1438236577914,TRUE,3.37687982147388
3770,18393,78.2091012885337,TRUE,4.52735333050101
2086,15000,85.16,TRUE,3.7291643389192
2884,17489,82.1259077134199,TRUE,4.06083308848318
3459,18383,80.1990969917859,TRUE,4.33777565882817
3495,17933,79.2728489377126,TRUE,4.41465851868681
3259,18910,81.5230037017451,TRUE,4.15141753902077
2349,15821,84.2993489665634,TRUE,3.85322654169455
3264,17772,79.653387350889,TRUE,4.28555351616398
3178,18820,82.0085015940489,TRUE,4.10929327008869
2889,18388,83.2281922993256,TRUE,3.96375244917685
2218,18431,87.0869730345613,TRUE,3.46901614714254
2169,18737,87.8369002508406,TRUE,3.40235595502945
1757,18789,90.0633349300122,TRUE,3.05797582349853
1300,15390,91.0201429499675,TRUE,2.90637979878109
1605,17645,90.4562198923208,TRUE,3.01596770658123
1627,18682,90.311529814795,TRUE,2.95108754102062
1493,18311,90.9507946043362,TRUE,2.85544548065886
1872,18358,87.7492101536115,TRUE,3.1933038120887
2965,18780,83.0511182108626,TRUE,3.97342074508419
2861,18789,83.0698813135345,TRUE,3.90217817610486
1236,14530,90.7157604955265,TRUE,2.91659702338772
744,14244,94.4467846110643,TRUE,2.2854434789631
2141,17767,87.2629031350256,TRUE,3.4713730098529
3655,18359,78.1469578953102,TRUE,4.46189329185678
3199,17998,80.7034114901656,TRUE,4.2159455799399
1797,18426,89.8133072831868,TRUE,3.12290307373529
1609,18496,90.6466262975779,TRUE,2.94943692943111
1085,14682,92.1196022340281,TRUE,2.71845569436256
2191,17306,86.7964867675951,TRUE,3.55813841944118
3271,18139,80.8037929323557,TRUE,4.24652418323378
2067,14300,80.3986013986014,TRUE,3.80191339387754
5573,17136,52.0191409897292,TRUE,5.7028217170872
5224,17966,67.1434932650562,TRUE,5.39232285009835
3608,17279,77.1051565484114,TRUE,4.56955555951112
4027,17577,74.2163053991011,TRUE,4.78650413510247
5848,18269,65.1978761836992,TRUE,5.65778309998158
5718,18585,67.484530535378,TRUE,5.54677810777724
5033,15986,67.3151507569123,TRUE,5.61104253446123
4386,17552,73.3363719234275,TRUE,4.9988603988456
5600,18328,66.4884329986905,TRUE,5.52759831044404
6412,18309,62.4119285597247,TRUE,5.91785669898918
6094,18536,65.7693137678032,TRUE,5.7338089018636
4173,18567,76.7113696342974,TRUE,4.74081844292797
2513,15021,82.5311230943346,TRUE,4.09022144355206
2885,14391,72.2951844903064,TRUE,4.4774157451111
5696,18080,52.4115044247788,TRUE,5.61288025694127
4645,18525,57.3603238866397,TRUE,5.00741690111703
5647,18502,62.3121824667603,TRUE,5.52458367246625
6345,18489,61.2526367029044,TRUE,5.85813130764869
3262,17274,79.8425379182586,TRUE,4.34555769892838
4921,17649,70.4289194855233,TRUE,5.28039767259179
3942,17709,76.4244169631261,TRUE,4.71803644155045
2261,14800,81.9864864864865,TRUE,3.9085837623143
3149,16649,77.6563156946363,TRUE,4.34902849977157
5402,17580,66.6268486916951,TRUE,5.54329325525591
4160,17011,73.3172652989242,TRUE,4.94517588808584
2422,17261,85.0124558252708,TRUE,3.74588200598749
4466,17742,73.142824935182,TRUE,5.01716139523012
4357,17776,72.2997299729973,TRUE,4.95081569618641
2392,14472,82.1586511885019,TRUE,4.06552195508458
1880,16653,87.9120879120879,TRUE,3.3599489863533
3144,17672,81.0151652331372,TRUE,4.21792076629766
3029,17030,80.8866705813271,TRUE,4.21737590712338
3150,17274,80.3403959708232,TRUE,4.27030425578287
3141,17773,81.3537388173071,TRUE,4.20391181937071
5239,17806,68.2298101763451,TRUE,5.42426644965975
3361,14510,74.0110268780152,TRUE,4.81283031392128
3451,16654,77.620991953885,TRUE,4.55211473151567
3831,17698,77.3703243304328,TRUE,4.65258140502292
3919,17077,71.1951747965099,TRUE,4.79051100878022
4713,17336,69.848869404707,TRUE,5.21403894526598
3948,17772,76.9356290794508,TRUE,4.71324938698662
3780,17803,75.3524686850531,TRUE,4.60786030232551
2178,14522,81.8137997521003,TRUE,3.87271663936923
3370,18288,79.9486001749781,TRUE,4.29271290409577
2967,18342,82.2920074146767,TRUE,4.02193852914501
3524,18461,79.6219056389145,TRUE,4.36908343850603
3310,18498,80.3816628824738,TRUE,4.23010949735423
3291,15831,77.4682584801971,TRUE,4.55942175070227
4724,17602,70.5772071355528,TRUE,5.18052693595609
4369,18398,74.2852483965648,TRUE,4.87310439339849
4052,18290,75.5002733734281,TRUE,4.70682298514082
3109,18324,81.7288801571709,TRUE,4.11907993024305
2900,18451,83.6323234513034,TRUE,3.96450568105356
2263,18476,87.156310889803,TRUE,3.49976029859918
3576,15774,75.6624825662483,TRUE,4.76132511098289
4510,17211,71.9075010167916,TRUE,5.11900105007067
3984,18091,76.3584102592449,TRUE,4.69276036991532
2635,17374,83.6767583745827,TRUE,3.8943986068206
1780,17589,89.2944453920064,TRUE,3.18118866769538
4015,17996,75.2389419871082,TRUE,4.72340062321975
3948,18024,74.3231247225921,TRUE,4.68018459353481
3107,14824,76.902320561252,TRUE,4.57812792107623
4067,16798,73.0384569591618,TRUE,4.92048936803112
2520,17863,84.571460560936,TRUE,3.75597827226511
3048,17120,80.5782710280374,TRUE,4.21944763183014
2130,17385,86.7529479436296,TRUE,3.50027732168919
4798,17867,70.7393518777635,TRUE,5.1820822653557
2547,17912,84.2005359535507,TRUE,3.77087756918789
2458,17359,85.3620600264992,TRUE,3.76295121306439
661,10900,93.7889908256881,TRUE,2.46256374201486
530,13127,95.7263655062086,TRUE,2.00934815376708
1680,15316,88.691564377122,TRUE,3.31193619947557
2356,17461,85.8255540919764,TRUE,3.67327198757023
2961,17534,82.4056119539181,TRUE,4.10940270612626
3712,16242,73.0267208471863,TRUE,4.78062007324301
1870,15899,86.9425750047173,TRUE,3.42954020559059
2799,16706,82.1980126900515,TRUE,4.0932211613395
1627,16702,89.5701113639085,TRUE,3.12111331763459
1440,12922,88.1597275963473,TRUE,3.33823093743874
2068,15475,85.9967689822294,TRUE,3.6556106875859
3087,16500,80.2181818181818,TRUE,4.32540066457327
2337,15412,83.9021541655853,TRUE,3.89403504787281
2219,15563,84.7715736040609,TRUE,3.77600005880963
1679,16640,89.4170673076923,TRUE,3.17649873772511
2211,16679,85.8324839618682,TRUE,3.6409051648031
948,12877,92.1643239885066,TRUE,2.71329378987681
1059,15481,92.655513209741,TRUE,2.61546236243066
1793,16500,88.4666666666667,TRUE,3.29646275068696
1494,15421,89.3327280980481,TRUE,3.11256930407247
2888,16726,81.4480449599426,TRUE,4.15530157137953
2935,17648,82.1792837715322,TRUE,4.07808529726265
2592,16894,83.0294779211554,TRUE,3.91697909464571
2279,17096,84.9613944782405,TRUE,3.65110992028131
4007,17737,76.0105993121723,TRUE,4.75301941403628
3517,17755,78.5356237679527,TRUE,4.45067462825339
2114,14738,84.6044239381191,TRUE,3.78733058781625
2372,16746,84.4739042159322,TRUE,3.76358560621532
3693,17653,75.8567948790574,TRUE,4.57383394405914
3745,16896,74.9467329545455,TRUE,4.70797296824196
2727,17078,83.2240309169692,TRUE,3.99598697864266
3067,17734,82.0852599526334,TRUE,4.15866115645257
2874,17750,83.2,TRUE,4.02387242538511
1959,14747,86.2480504509392,TRUE,3.64473013739874
2147,16744,86.6579073100812,TRUE,3.58085235431079
2092,17645,87.3165202606971,TRUE,3.44326151671422
1620,16912,89.1792809839167,TRUE,3.09499550270733
2035,17078,87.4048483428973,TRUE,3.45194368617945
2374,17738,85.872138910813,TRUE,3.65837341175616
